iteration,loss,pure_loss,dist,x1,x2,x3,x4,x5,x6
16,0.16011485012431337,0.16011485012431337,1.200473694024335,0.049731222446568246,-0.3572125497916523,0.16449751573911042,-0.7149989000269403,-0.5754340833450988,-0.6645719267547052
17,0.4360191191485052,0.4360191191485052,1.5213379743332685,-0.8188045950709035,0.12590046587551562,0.16467297953900228,-1.0011295470941843,-0.17903809218357325,-0.7528247745814167
18,0.42278162173043965,0.42278162173043965,1.6214793500461544,0.7739066893676791,0.1919494701832689,0.21129564194469008,-0.3677753332746114,-1.1402783467677504,-0.7164355291978171
19,0.01759375927311091,0.01759375927311091,0.34380237535212765,0.1222359164897906,-0.06465870076853375,0.011186174458902798,-0.13975007864265465,-0.07339394625229412,-0.2720952408743189
20,0.19278059577801054,0.19278059577801054,1.0562337743060444,0.3165676652450884,-0.44328264467302536,0.634678694496376,-0.46881709991896425,0.03820384735909377,0.4414171993258358
21,0.23365096252146544,0.23365096252146544,1.2872221168750437,0.250499600825985,-0.6870436107843398,0.34335021865600934,0.2547458493802748,0.44205997039244416,-0.8625311398365463
22,0.07500426252743675,0.07500426252743675,0.6785100486102495,-0.13948180876819394,-0.39558851016503827,-0.022915328635390253,0.043186888622061215,-0.5126611339363341,0.1386318283405057
23,0.9862472880094488,0.9862472880094488,4.364282472000652,-0.3970595005607207,-2.0,1.6997956490197854,-2.0,-2.0,2.0
24,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,-2.0,2.0,-2.0,2.0,-2.0
25,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,2.0,2.0,-2.0,2.0,2.0
26,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,-2.0,2.0,2.0,2.0,-2.0
27,0.09819929226624724,0.09819929226624724,0.7183180264059212,0.24884788339613095,-0.3222531160597726,-0.29229513374158533,-0.4580536407276956,-0.15312510551043723,0.1775149747154856
28,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,-2.0,-2.0,2.0,-2.0,2.0
29,0.057068737310122075,0.057068737310122075,0.4850224216525201,0.28540557333845484,-0.003528725998701576,0.02313054720772101,0.31999363185769303,-0.11442524018402311,0.19430356165307971
30,0.02619985476824238,0.02619985476824238,0.3409334209572252,-0.1856806393144368,-0.07885069755081342,0.014579809149990464,0.14424337632710627,0.16237530038367298,0.16779870256157325
31,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,2.0,2.0,2.0,2.0,2.0
32,0.024308733224578494,0.024308733224578494,0.4344313795321945,-0.09530849007860165,0.1532303357771787,0.011875825243975235,-0.10295529776519619,-0.19456289275558647,0.32798145014349256
33,0.022355247886669982,0.022355247886669982,0.341926834996499,-0.14026193178993096,0.07301152210797612,-0.16994063213018018,0.14529306119240193,-0.1584437484427248,-0.12967480526575148
34,0.018311262774458714,0.018311262774458714,0.31631388668493754,-0.09566418662138942,0.00798501728581913,0.2631735824702037,0.07256471385611807,-0.1225095409672814,-0.03611811140562593
35,0.07803174863221451,0.07803174863221451,0.788226725004624,-0.21883744645189207,-0.05273023172003666,0.19369141946945767,0.343636059677892,-0.10102484361269592,0.6362569749642599
36,0.004983434673029974,0.004983434673029974,0.17644444773277038,-0.04929990823203978,-0.07302108995357792,0.006053709406511398,-0.06854185013588299,-0.1321994384830052,0.034040541317318596
37,0.005399025250803047,0.005399025250803047,0.15484206063745176,0.02125802895738671,0.13483740566669145,0.01023647664871774,-0.061460437899052645,0.032879570553351556,-0.019488379606304118
38,0.008317554965116769,0.008317554965116769,0.2600598565868745,-0.019193740371830303,0.08507406889661517,-0.010716850496116814,-0.13012979703204897,-0.19243552779039685,-0.07710437616485533
39,0.0006598697525790342,0.0006598697525790342,0.06727721337939602,0.02321310809925814,0.0027283723130007154,0.01630661173159753,0.014244422245225152,-0.03900313616860629,0.044608040247677394
