iteration,loss,pure_loss,dist,x,y
0,56.67821041107182,56.52874004692152,4.636185856794344,1.2553300705386121,10.804867401632373
1,8.787786351810666,8.722925034514095,2.28194490901788,9.920616032189928,0.24757565852961744
2,5.9824568476776,5.913650045705807,2.2441778295154364,9.535109073944774,0.23353582988014207
3,9.25552881182037,9.291011485517778,2.5996912995697072,4.399674468520139,0.0
4,307.96880835202603,308.12909601160663,8.453470053001151,-5.0,0.0
5,145.86624125983664,145.87219087939556,12.538201746997055,10.0,15.0
6,35.425116157159756,35.38247274977704,3.8469069723817957,7.065621996256784,5.513596183689764
7,17.45698272234354,17.508299515778166,3.298378823784713,-5.0,15.0
8,98.33201197303924,98.30737716891602,4.099323275185651,-0.07910570431493724,15.0
9,54.896139659901365,54.87123250125936,2.4391154957175134,-5.0,10.695251116076399
10,5.864755460106413,5.727221823477557,1.892878836764364,3.539090794315017,4.125671639916277
11,20.24874200083552,20.07367692779783,2.942451701244256,6.064460153951277,1.9360787857247237
12,22.84065249597744,22.8278419379986,4.7082100742882576,3.1768299846973207,6.983078210281331
13,18.99492958621037,18.828460848722727,3.4864672396179173,6.969209025067901,0.0
14,2.1170206536793232,2.0912058228128503,1.0788830895746437,10.0,3.3877489647050436
15,18.386995310330246,18.375293205669678,4.6175838942223875,10.0,7.056615759945609
16,16.33515472628412,16.350204642295363,3.779112677501351,0.9072657139894389,5.322864130211113
17,1.7604943605996817,1.8226465412942385,0.5103738315208747,2.6315689170657617,2.256099309976526
18,2.853687078193292,2.864376929368234,0.7192884446447757,10.0,2.0431460684450116
19,1.6230230548006035,1.6948525628163544,1.0341102741680712,2.679012266146948,3.1998802324048183
20,0.7108667469616015,0.6760375908145857,0.284860768856845,3.3825227931808897,2.1230186673623117
21,3.982322687892091,4.020210710643545,2.0514563145732905,10.0,4.4441609792504595
22,7.395933156252515,7.367299626534457,2.2981820176562104,2.815992306110908,0.0
23,0.6310861869024817,0.7746803032605758,0.6018249595272191,3.127062322868994,1.6733504746124341
24,0.8393114993775599,0.885529956606506,0.4557490173194443,9.106366219348311,2.1489327813490946
25,1.5710281945482976,1.7155043193280726,1.192187261243042,9.07791404536067,1.3343885519677041
26,0.5558452379920135,0.47785506755605844,0.2948590812046393,9.441243918211999,2.7693990780657316
27,0.7254559110936141,0.5091736765446857,0.35464324939365394,3.1043597155328673,2.6276833461678315
28,0.25638679581280205,0.46426642614542857,0.2267462189933969,9.453955959146448,2.2501386844393054
29,0.24717434180571832,0.4222768499929579,0.08259826100494187,9.476112605706376,2.4102895965672118
30,0.46184020925135655,0.5629451051168477,0.42161000252927444,9.404136334711406,2.0538956978180023
31,0.5906873490268058,0.4172758271061934,0.06438282646958202,9.475950750025863,2.4359269570419326
32,0.4166263052707418,0.44022238563748317,0.17289904996176794,3.1107215254104066,2.104879293081019
33,0.4313567956985955,0.41913910070216254,0.15690213670060785,9.405587842931588,2.31927607246066
34,0.4651029060263241,0.4386060605022042,0.18673071210457876,3.1254404840343213,2.0889691792693093
35,0.45219028651281457,0.4496161973973116,0.2430043047259184,9.399872393901884,2.2332755633499417
36,0.34209029561891624,0.4027595060658591,0.07522587189459394,9.415289197250193,2.40037522887495
37,0.6098263207778756,0.4061115534399704,0.09723683467345905,9.413993042967752,2.378363342486932
38,0.5425608885206923,0.44177319370701973,0.2107741867549077,3.1432734168485883,2.064232514753673
39,0.45510898388755966,0.5668527490570767,0.4394920191473997,9.378668544356563,2.0379336794573373
