iteration,loss,pure_loss,dist,x,y
0,-0.36413612335200435,-0.2650082867644831,0.44156367145634046,-0.49786797178455533,0.8812979737686328
1,135.52032938508378,135.4575983386697,3.12685503777048,2.9682464128759714,-1.933979824392102
2,0.8441554297038303,0.7461681290392954,0.4524223013750867,-0.37107154853748003,1.0669617569163719
3,108.90137373425218,109.02062614507119,2.962873326918858,-3.0,1.2687962885234145
4,0.1785876837977664,0.09148026696019773,0.5570443324433149,0.46206098981777277,0.6367855144146826
5,63.55625152202959,63.50277868064967,2.698355291786483,2.2816389135527224,2.0
6,0.3630552377822541,0.4686425394629143,0.7388763840670509,-0.36101217704061384,-0.12718844223580428
7,162.82030885757942,162.89999999999998,3.347276923112278,-3.0,-2.0
8,-0.4781579973345692,-0.49399276477954884,0.32724997912989134,-0.13164093845229807,0.3880358542445803
9,0.652229504582407,0.6847311569505244,0.6592683005452932,0.5643754613924843,-0.2549835409996821
10,0.14088447524148573,0.08558935754523263,0.7243172201008379,0.14621617654167718,0.009516784432423986
11,-0.7941264990173118,-1.0285218418742545,0.027876983183956584,0.061969219215630034,-0.714204316792576
12,-1.084947150683253,-0.9970942696524729,0.06357314786601609,-0.10160615414568852,0.7750672702611743
13,-0.7799899134166681,-0.7291649589192446,0.2308540473641473,0.06882741210319487,-0.4827005834254494
14,109.37715546586729,109.56009855571878,3.105855072786859,3.0,0.3972086666443344
15,-0.06151272493861354,-0.12935378531563443,0.5373931901016563,0.010347116440605042,0.18462083768744542
16,47.79036769111423,47.74299215101763,1.2964498918680385,0.24271684709229735,-2.0
17,-0.7125641052399838,-0.7068300066831589,0.3051565273780341,0.39495550929758627,-0.7118117444883731
18,48.72402989944385,48.57623291783044,1.3208353914968542,0.20550894234792283,2.0
19,-0.9346850700304314,-0.8667860435592458,0.17730568209266567,0.2372489581841597,-0.6141311743100826
20,-0.942178786582141,-0.9442423136980221,0.15338433340307972,-0.2406716868899279,0.7402493730217281
21,-0.8727131133980179,-0.8919525421255897,0.1799969630467047,0.0675980876726312,0.625280192951224
22,-0.5797924109210677,-0.6722771990993126,0.23315380469679634,0.09581799009357761,0.8536909578896266
23,2.0151806872156444,1.7736831405313178,1.0464644254827087,-1.030814337756689,0.254801125015367
24,1.4291769052962768,1.529350131157915,0.9453736912876162,-0.8352889613338057,-0.5178133736697679
25,-1.0493727378912303,-0.9090968529536075,0.13612830128118925,-0.17720394651007432,0.8169621796637379
26,-0.38346133071638955,-0.4820278507284781,0.3719614616267837,-0.2514042245403987,-0.5644952867349642
27,-1.032544070698477,-1.014923782516896,0.04943670877919161,-0.11619431773723399,0.7544010546051716
28,-0.8618324689622912,-0.9040118212366186,0.1401743145637407,-0.18210574030212534,0.8180916526114324
29,-0.45294733210018195,-0.43688929310455005,0.38755015273887655,-0.45959519131574655,0.5966403631961668
30,-1.0899406262690172,-1.0307419570531577,0.015001789680510504,-0.0747991934023311,0.7127717411936736
31,-0.9638540303131338,-1.0308539678376165,0.010170503825336474,-0.08669258760176524,0.7029158306371439
32,-0.8636909572451121,-0.9109653445005078,0.14752617459508002,0.20651846311320554,-0.6223737701156182
33,-0.6433721910409091,-0.6209821752315849,0.24743876722142957,0.2601653946660507,-0.8920479752584063
34,0.2007736125571154,0.1767002682967604,0.442315303716663,-0.29028825934197133,-0.9388205627531552
35,-0.22130507727864301,-0.21489158669958003,0.45486434632131256,0.2550865374488387,0.41602817085760524
36,-1.0304322152542738,-1.01915854638092,0.05602470925337345,-0.03380113117422212,0.7143013927113842
37,-1.115837711767432,-1.0259993132609475,0.025971443177005716,-0.08239016953324185,0.7374919720623003
38,-0.4777365917279712,-0.4679657394750627,0.3258524849062901,0.28947401290138064,-0.45509246517535984
39,-1.1240211468756116,-1.0114382537140667,0.06061969272834754,-0.03717920577169309,0.7426964974915928
