iteration,loss,pure_loss,dist,x1,x2,x3,x4,x5,x6
0,0.8206989750797419,0.8206989750797419,3.1883676129535976,-0.33191198118970355,0.8812979737686328,-1.9995425007306205,-0.7906697094726407,-1.4129764367315478,-1.6306456209248088
1,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,-2.0,2.0,2.0,2.0,2.0
2,0.8141973437797996,0.8141973437797996,3.174640365261092,-0.5214855744810538,0.8953744600394997,-1.857403027230076,-0.9419368499600291,-1.4562046780782745,-1.595924722951899
3,0.9804958183037565,0.9804958183037565,3.8191478157530834,-1.4239770175807462,1.1166070918529947,-1.508057750897491,-1.7150236498652671,-1.8260763775575197,-1.6617066101102855
4,0.741037754771625,0.741037754771625,2.903565683415424,-0.43246442206162405,0.7938542494094412,-1.7227032584630646,-0.838311380030746,-1.3349280434258568,-1.4700198177303787
5,0.697796875822853,0.697796875822853,2.759501907312038,-0.40438898362003695,0.7414006009975944,-1.6368457511325503,-0.798612131637376,-1.2749372371816463,-1.3996910968761969
6,0.6347423600498037,0.6347423600498037,2.5631369954963015,-0.36981893446242853,0.6701643704257325,-1.5170149578755465,-0.7474466801871154,-1.1939951410708118,-1.303130696041333
7,0.5637411245859122,0.5637411245859122,2.354842576756803,-0.3347974278765964,0.5946493567735511,-1.38851592712121,-0.6944636663586141,-1.1084375750436826,-1.200290075170329
8,0.46054515602276835,0.46054515602276835,2.0657294638270387,-0.28934943878387775,0.4870283732991849,-1.2053648100892835,-0.6200705108171254,-0.9948122587046222,-1.0579580756081843
9,0.28415114209425274,0.28415114209425274,1.565478591017146,-0.21691057624424692,0.2985810024642075,-0.8827366793659788,-0.4918705896801141,-0.797121815983052,-0.8111464073812014
10,0.1433719201702479,0.1433719201702479,1.101180533105098,-0.15483508963115833,0.12725071100749563,-0.5652390505419549,-0.3735899249069343,-0.6166725916247748,-0.5771327546984921
11,0.08306828293010282,0.08306828293010282,0.8450565626037027,-0.1180615444471016,0.03021031983637501,-0.38286643509253926,-0.30476752123802053,-0.512908214558139,-0.4435364884814774
12,0.04141003343833294,0.04141003343833294,0.602854882293903,-0.08171923462745467,-0.06891212449052841,-0.19367229378495865,-0.2351713230900565,-0.4070058268416188,-0.30584120590400454
13,0.02319901490006049,0.02319901490006049,0.421923984007152,-0.05035248603185538,-0.16938210478699478,0.0013423108073959966,-0.16894835530610153,-0.3012835198757273,-0.16576208885375032
14,0.10399740260143886,0.10399740260143886,0.6965501457936085,-0.28488758323660623,-0.39432722256562314,0.20204240523200356,-0.25104577428397534,-0.3721303654982444,-0.07874699259497886
