iteration,loss,pure_loss,dist,x,y
0,56.52874004692152,56.52874004692152,4.636185856794344,1.2553300705386121,10.804867401632373
1,10.960889035651505,10.960889035651505,2.5409649837020583,10.0,0.0
2,10.49354073324186,10.49354073324186,2.514844849073066,9.96802047061369,0.019529697594216636
3,8.263747925012979,8.263747925012979,2.38050884702706,9.798206098867242,0.12396292682167674
4,6.951747910936086,6.951747910936086,2.285583086945389,9.682782912855163,0.20402563988734917
5,5.714679435510045,5.714679435510045,2.1734623714420285,9.56095825875966,0.305807947203477
6,3.7876661112775247,3.7876661112775247,1.907740109511112,9.33446987013387,0.5693986760392322
7,3.4015906956599107,3.4015906956599107,1.8325795191407297,9.272442617621328,0.6487631544884211
8,2.753557537552191,2.753557537552191,1.6561202802621655,9.11572546307481,0.8479721342578088
9,2.6738027075341435,2.6738027075341435,1.6209963831721896,9.081679159297664,0.8907301090512796
10,2.630784159823323,2.630784159823323,1.595772949067478,9.053909096012825,0.9229220130575749
11,2.5935819669883013,2.5935819669883013,1.5650498240190196,9.019990670976076,0.963204196734782
12,2.570636065381666,2.570636065381666,1.5313355737437726,8.98345210998695,1.0086377211242104
13,2.29288412808274,2.29288412808274,1.4347959406166348,9.017886908722245,1.0991085059204684
14,1.9360663049209936,1.9360663049209936,1.328915876548284,9.124607870489507,1.1804289901255978
15,1.6987683581996933,1.6987683581996933,1.2334311184518834,9.211254995315473,1.2601916215550963
16,1.5351202159026052,1.5351202159026052,1.1448872181542722,9.287204933356733,1.3384086735633038
17,1.3238106333301651,1.3238106333301651,0.9908879011805772,9.387288613379782,1.48482161777014
18,1.17594541952473,1.17594541952473,0.9072879243531443,9.391945131559906,1.5683064194053438
19,0.8663468939589887,0.8663468939589887,0.6544010156089526,9.456872448515151,1.8213863802074417
20,0.6114325956534383,0.6114325956534383,0.4579723750759164,9.42956747664589,2.01705264887758
21,0.5323396422014639,0.5323396422014639,0.26776081709105215,9.260993391834624,2.2631750672018294
22,0.4412506442660522,0.4412506442660522,0.11248793817244584,9.330063378204567,2.4143180604302326
23,0.4146577792589383,0.4146577792589383,0.13094936333191048,9.380778135928118,2.3516647993667976
24,178.35780162758866,178.35780162758866,11.954568107542025,8.498255869387682,15.0
25,0.40604497198189016,0.40604497198189016,0.09235815008311132,9.39496938936417,2.3875851535476182
26,0.3983693283668952,0.3983693283668952,0.020604284821597475,9.426178393668321,2.4544432237897595
27,0.40069862525832534,0.40069862525832534,0.026567367360620896,9.44305736887922,2.4557188487032775
28,0.39831640659120104,0.39831640659120104,0.02010840055782755,9.425446806292248,2.454902658325971
29,0.4012848911266822,0.4012848911266822,0.05697517948888095,9.426250921575486,2.4180438109815188
30,17.508299515778166,17.508299515778166,3.298378823784713,-5.0,15.0
31,0.39808688107147816,0.39808688107147816,0.014495725841368165,9.42430246541256,2.46051214203597
32,0.39789679849762827,0.39789679849762827,0.0019131575962050853,9.425633739589056,2.473287895826185
33,48.77328062765146,48.77328062765146,2.1553724209152247,-5.0,11.18323427071073
34,0.41705593878885416,0.41705593878885416,0.05894389288390678,9.483723353938654,2.4752520610483097
35,0.3985462308545671,0.3985462308545671,0.02077692965174526,9.413679699178955,2.4574368531454107
36,0.39976441484393277,0.39976441484393277,0.040123982102829955,9.441843873648573,2.511314709910638
37,0.8820323917730146,0.8820323917730146,0.4230692430277315,9.743677247828291,2.7530146214205278
38,0.3981747638683739,0.3981747638683739,0.010465785023696824,9.432511424628373,2.4820539158896335
39,27.091008654657415,27.091008654657415,2.8717774048880744,-2.235237059341219,15.0
