iteration,loss,pure_loss,dist,x1,x2,x3,x4,x5,x6
0,0.7939252599874155,0.8206989750797419,3.1883676129535976,-0.33191198118970355,0.8812979737686328,-1.9995425007306205,-0.7906697094726407,-1.4129764367315478,-1.6306456209248088
1,1.0255789842556455,1.0543444936062005,4.177525667846053,-1.9602045316160912,-1.0594761264462609,1.628991371411646,1.9004728861447266,1.85644352434909,1.6658441100631984
2,0.7587772432872808,0.7120166311794045,2.8436890891558475,-0.6813404383022863,-0.8848922798823,1.0862599601764678,0.6644034882468488,1.3016061815279354,-1.8771619929707382
3,0.8481104280801081,0.7512655128855315,2.8366548473438624,-0.9254082671582318,-0.566228497274978,1.0974405845655975,0.5258763484382962,1.645999478286563,-1.6368810274086005
4,0.7062010711201266,0.7292805434677518,2.9008284669919,-0.39012414253144634,-1.2554090911828055,1.069462833675829,0.8571783006845224,0.8989168873271347,-2.0
5,0.6109173481796939,0.7854967797075711,2.9601630980771203,-0.11556637129049951,-1.563088346214151,1.0373393452758926,0.9701539670501442,0.5373017457009053,-2.0
6,0.9282655564260854,0.8990374323418979,3.1493172327335905,0.20689958449389856,-1.9134013100539131,1.0015593815382884,1.0931001943416372,0.12766280349381232,-2.0
7,0.7076164415681345,0.7603170731628959,2.923291021728439,-0.20836346964423913,-1.4627719072546237,1.0460580948760212,0.9330554484808307,0.6520561985049129,-1.9931146770265105
8,0.6550419990029692,0.7839857012246441,3.033098259757531,-0.010077225072212093,-1.4940427663804452,1.1429031324785743,0.9989498962746279,0.8144269455321598,-2.0
9,0.7774742500786983,0.7320090213923156,2.9487321545485297,-0.0515182337610689,-1.2868286054405162,1.075066372334283,1.173124284081041,0.7102471684237264,-2.0
10,0.9001247626311139,0.8246708860321577,3.0501963258797278,-0.14854064331269257,-1.671053390752229,1.1313403766877772,0.7617632280246314,0.7930949536186511,-2.0
11,0.5938505298784498,0.7121807777848027,2.7954028825218638,-0.3947300120183359,-1.2855754371571735,0.9073737364116141,1.0014492336346725,0.42371408228267127,-2.0
12,0.7194180271417449,0.7223045986744434,2.8044592004657316,-0.46145704551593614,-1.296052381572097,0.8911440750746484,1.0188533183330075,0.3742955778833843,-2.0
13,0.5448831983888502,0.6353379107550412,2.63491207352973,-0.20118371589501005,-1.1497001996505758,0.8381742963021117,0.837509736213323,0.42013984502923796,-2.0
