iteration,loss,pure_loss,dist,x1,x2,x3,x4,x5,x6,kernel
10,0.8265376358451735,0.8265376358451735,1.9750978248360187,1.3328014454557153,-0.49357838069245497,0.294688848411905,-1.199279045095838,0.419874316667431,-0.4238229814378647,MATERN5_UPD
11,0.22988802084392546,0.22988802084392546,1.275005506175279,-0.17692032476923325,0.07288048181988982,-0.9828298602046386,-0.6283266535619143,-0.47715489557219914,0.024514542129715267,MATERN5_UPD
12,0.27929274379980906,0.27929274379980906,1.3852456751971698,0.10779593965247969,0.3565378188685826,-1.1320520539788683,-0.5897548912265145,0.28977625306700494,-0.25854097988212654,MATERN5_UPD
13,0.2831850713934845,0.2831850713934845,1.3939018197587252,-0.3721460320234182,0.4443686739697883,-0.3459875920883757,-1.1534019303401029,-0.3030044502355327,-0.25524688424409336,MATERN5_UPD
14,0.0798770939770469,0.0798770939770469,0.7158894022025775,0.19985643853839719,0.2060728465581625,-0.36628288121785046,-0.09794686823497933,-0.5202273938200437,-0.1252826513171017,MATERN5_UPD
15,0.5629773204511663,0.5629773204511663,2.1325820203410055,0.7966620106499143,-0.33480718884276706,0.14079491795040955,0.9485721093687194,-1.680598027829965,0.23899345980447073,MATERN5_UPD
16,0.22936297547794626,0.22936297547794626,0.9719050742148977,0.29557524007491276,0.8815489561034289,-0.06161495218561819,0.05143413371515004,-0.16325897730959316,0.2168197929531348,MATERN5_UPD
17,1.0360722222033134,1.0360722222033134,4.5675104055219204,2.0,0.928521030753219,-2.0,2.0,2.0,2.0,MATERN5_UPD
18,0.02418525963126239,0.02418525963126239,0.37614158422597627,-0.1556004690035957,-0.009115760804623507,-0.14283145299863387,0.04040401095396007,-0.20791309739078057,-0.22787436056156962,MATERN5_UPD
19,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,-2.0,2.0,-2.0,-2.0,2.0,MATERN5_UPD
20,0.12529954904465013,0.12529954904465013,1.057674050410344,-0.08305185367808132,0.23663463158733888,0.5138035903631035,0.247910777245822,-0.33414449465371554,-0.786558587387838,MATERN5_UPD
21,1.0007115918721121,1.0007115918721121,4.642133112767802,1.2447489050628966,2.0,2.0,2.0,2.0,-2.0,MATERN5_UPD
22,0.11785803830465891,0.11785803830465891,0.7545221984902944,-0.3863218470628569,-0.03906923643233173,0.3016480952843117,-0.05745626988508601,-0.5632172220100442,-0.08382325306674754,MATERN5_UPD
23,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,2.0,2.0,-2.0,2.0,-2.0,MATERN5_UPD
24,0.08277619001165559,0.08277619001165559,0.7731181055182835,0.13175426213211816,-0.25847351364399684,-0.2904109053334145,0.4973922638645849,-0.0941467712659565,-0.4158637873222588,MATERN5_UPD
25,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,-2.0,-2.0,-2.0,2.0,2.0,MATERN5_UPD
26,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,-2.0,2.0,2.0,-2.0,-2.0,MATERN5_UPD
27,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,-2.0,-2.0,2.0,2.0,-2.0,MATERN5_UPD
28,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,2.0,2.0,2.0,-2.0,2.0,MATERN5_UPD
29,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,-2.0,-2.0,2.0,-2.0,2.0,MATERN5_UPD
30,0.012028072081238794,0.012028072081238794,0.36449483218253853,0.04200262564346513,0.00899604777919194,-0.039469807537078294,-0.001254599442337856,-0.06973200119018497,-0.3529721540496129,MATERN5_UPD
31,0.042610933617996505,0.042610933617996505,0.5481145529079464,-0.17516814474121256,0.12291065891092678,0.030086492207214377,0.16237536529988894,0.3281464093011306,-0.34595900320218465,MATERN5_UPD
32,0.9924295083264059,0.9924295083264059,4.502732557393489,0.5240233615129233,2.0,2.0,-2.0,-2.0,-2.0,MATERN5_UPD
33,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,2.0,2.0,-2.0,2.0,2.0,MATERN5_UPD
34,0.006959269025716641,0.006959269025716641,0.20359800511597173,0.04029211119350151,-0.09278609139952998,0.07286671823198487,0.15092778708500054,0.025871161653966634,-0.04961211706802504,MATERN5_UPD
35,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,-2.0,2.0,2.0,2.0,2.0,MATERN5_UPD
36,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,-2.0,-2.0,-2.0,-2.0,2.0,MATERN5_UPD
37,0.031069942988837473,0.031069942988837473,0.36628129989032876,-0.09416771780675881,-0.3103592348990385,-0.030334929606131045,-0.03397952474543997,0.12754067124903878,-0.10310256062052359,MATERN5_UPD
38,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,-2.0,2.0,2.0,2.0,-2.0,MATERN5_UPD
39,1.0120749130301083,1.0120749130301083,4.898979485566356,-2.0,2.0,-2.0,2.0,2.0,2.0,MATERN5_UPD
