iteration,loss,pure_loss,dist,x1,x2,x3,x4,x5,x6,kernel
0,0.8206989750797419,0.8206989750797419,3.1883676129535976,-0.33191198118970355,0.8812979737686328,-1.9995425007306205,-0.7906697094726407,-1.4129764367315478,-1.6306456209248088,MATERN5_UPD
1,1.0543444936062005,1.0543444936062005,4.177525667846053,-1.9602045316160912,-1.0594761264462609,1.628991371411646,1.9004728861447266,1.85644352434909,1.6658441100631984,MATERN5_UPD
2,0.7832082376435454,0.7832082376435454,2.963641234403299,-0.44839152029666507,1.0046052665158003,-1.845314969176103,-0.5390909395440415,-1.333083789916237,-1.44912521949242,MATERN5_UPD
3,0.821963400564031,0.821963400564031,2.6770357471937882,-0.8196945830647475,1.5210476698175874,-1.4032573726558115,0.2906719217018927,-1.1508796240887187,-0.8960412040017178,MATERN5_UPD
4,1.013529632307581,1.013529632307581,4.550705920074126,2.0,2.0,-2.0,-2.0,-2.0,0.8419764670094403,MATERN5_UPD
5,0.7011324164194888,0.7011324164194888,2.455045289485289,-0.8952142391457081,0.5055919509972084,-1.4526562431977368,-0.18607384562862017,-0.8617420325285627,-1.4431848984058386,MATERN5_UPD
6,1.0263585076759272,1.0263585076759272,2.9700105316683163,-1.6228038833217195,-0.16043036713224668,-1.370954311501924,0.08947408301070592,-0.5236514833762562,-2.0,MATERN5_UPD
7,0.5731861423002269,0.5731861423002269,2.1874971098945526,-0.6063558361191204,0.621673673082213,-1.365198497754333,-0.28875739863793615,-0.8673663995861867,-1.1539175903537613,MATERN5_UPD
8,0.41938464792537733,0.41938464792537733,1.826096124975571,-0.37902325384074964,0.5080094481011375,-1.1917770277994844,-0.40101379068847964,-0.736116975964741,-0.8999344891281549,MATERN5_UPD
9,0.19754169893491214,0.19754169893491214,1.2449542269723624,0.006861184356457439,0.2037560031737362,-0.8405473967985293,-0.6086161187196648,-0.4396627231643273,-0.48796580434062986,MATERN5_UPD
