iteration,loss,pure_loss,dist,x1,x2,x3,x4,x5,x6,kernel
0,0.8206989750797419,0.8206989750797419,3.1883676129535976,-0.33191198118970355,0.8812979737686328,-1.9995425007306205,-0.7906697094726407,-1.4129764367315478,-1.6306456209248088,MATERN3_FIX
1,1.0543444936062005,1.0543444936062005,4.177525667846053,-1.9602045316160912,-1.0594761264462609,1.628991371411646,1.9004728861447266,1.85644352434909,1.6658441100631984,MATERN3_FIX
2,0.7120166311794045,0.7120166311794045,2.8436890891558475,-0.6813404383022863,-0.8848922798823,1.0862599601764678,0.6644034882468488,1.3016061815279354,-1.8771619929707382,MATERN3_FIX
3,0.8693811467093008,0.8693811467093008,2.943780340446048,-1.045284038326393,-1.1868661722591345,-1.5787841417054036,-1.4359876687583117,0.918407161095609,-0.8754890043202004,MATERN3_FIX
4,1.0450071390438935,1.0450071390438935,2.891258129262739,-1.6783834638612403,1.217945257334942,-0.8925707593196537,-0.9687807625003344,1.2051923486149456,-0.9334369529095892,MATERN3_FIX
5,0.8980783534593734,0.8980783534593734,3.0126909100632924,0.761699752127337,1.8483485629335767,-0.8432556190943739,-1.2981459560454671,0.4315932177358648,-1.5802505906220983,MATERN3_FIX
6,0.9752876885738729,0.9752876885738729,3.3421569200490353,1.438645404415881,-1.0259993431664232,-1.986441413587722,0.04660720827788856,1.0201326760579659,-1.7489554677480368,MATERN3_FIX
7,1.122426290743569,1.122426290743569,2.5908019107450846,-1.7569628145961498,-0.7438220683397063,-0.0896683173956534,0.04063541395776227,0.12242355313796294,1.745676307086336,MATERN3_FIX
8,0.8320138609557142,0.8320138609557142,2.5637755400218265,1.230673831402548,0.1526154941757838,1.151474772640825,-1.4554179579004978,0.06840880094863877,1.2594761224405713,MATERN3_FIX
9,0.6291747853440208,0.6291747853440208,1.808819368996527,1.0611190214994948,-0.4119589836365627,0.5376745353863503,-0.30489206639448785,1.2599100012173228,-0.08195998016969286,MATERN3_FIX
10,0.6114334842041557,0.6114334842041557,2.5875706981552193,0.3702574444440607,-0.793074954363026,-0.12074015018485618,1.7380878244062812,0.6177696686192178,1.5850226581552098,MATERN3_FIX
11,0.6365920040653995,0.6365920040653995,2.944233931945497,0.11209547161636824,0.24049126750008876,-0.5601385235523908,1.3473905007018079,-1.973291393035118,1.6046858735413445,MATERN3_FIX
12,0.6985546890495319,0.6985546890495319,2.440690494031009,0.772386899110626,1.1828203326522395,0.018283123098862486,0.4263126523239462,1.9403858926521123,-0.11895572232972773,MATERN3_FIX
13,0.9987182674009948,0.9987182674009948,2.9807291590729723,-1.5612522091555872,1.2494553586478303,-0.8464177512794804,-0.9614547976937937,0.9498620826901347,-1.530700118272362,MATERN3_FIX
14,1.1547307062203112,1.1547307062203112,2.949631288918401,1.8965214776984007,-0.26121190999905775,0.48436898002660733,2.0,0.09308651823264746,0.8899555913533277,MATERN3_FIX
15,1.0991654345591637,1.0991654345591637,3.191645208724508,1.9460684937458228,-1.6264129016672646,0.40644113477061916,0.9367944570068572,-1.6171541671203573,-0.3102124729392819,MATERN3_FIX
16,0.5544167668002263,0.5544167668002263,1.6206771928163997,-0.9740154224693105,0.25563617490639734,-0.9027368978253036,-0.14418062270580867,0.45703271972842874,-0.7536164811261428,MATERN3_FIX
17,0.915288880104584,0.915288880104584,3.6068883401851175,0.595301539683633,1.4872959010627893,-1.837041612310773,-1.637723778090999,1.6128248482682501,1.3360933456229578,MATERN3_FIX
18,1.1044364499877855,1.1044364499877855,2.8297970454497223,-1.7888567468633751,1.03783549674247,-0.4741112818834372,-1.430282277662561,-0.5976338000265098,-1.0502310598148321,MATERN3_FIX
19,0.8189469126538875,0.8189469126538875,2.4802236222402816,1.2382058005031555,-0.7269818703997803,-0.10309762523361599,0.7674721905636193,-1.640120235345758,-0.8945478757568674,MATERN3_FIX
20,1.0274313203764862,1.0274313203764862,3.175456396179614,1.6306142890445363,-0.7906410629371428,0.5204117675964408,0.011598672696317536,1.733767792405318,-1.8768573144904352,MATERN3_FIX
21,0.7448277795824487,0.7448277795824487,2.7887963673156206,-0.3015243959150866,0.5441236099698141,1.7821445961999696,1.8022069153311184,-0.9196273925345142,0.34741048568282373,MATERN3_FIX
22,0.5123252618395793,0.5123252618395793,2.21459195244328,-0.6305444601775763,-0.0842005334376541,-0.7089031129196319,-1.043684923770101,0.9812444070463622,-1.3946609049381178,MATERN3_FIX
23,0.9967513312795349,0.9967513312795349,2.781652790888259,1.5550393177903534,1.4864945762098762,-1.0717741229732713,0.7392238198527803,-0.962246863826959,-0.6990766700609414,MATERN3_FIX
24,1.1060253285491861,1.1060253285491861,3.698205952173281,1.9805599770487374,-1.1597570102637798,0.7197296667399029,-1.6027939771532105,-1.425000806573777,1.814245433789639,MATERN3_FIX
25,0.9167666660657089,0.9167666660657089,3.3474400715532173,-1.2601822356924735,0.16797827858482828,1.6791047638531928,0.3416161700518665,1.7176941133416563,1.924191149747092,MATERN3_FIX
26,0.4782442593532532,0.4782442593532532,2.047471143526331,-0.4588905351647288,-0.011770256106970134,-1.3262415431408447,-0.5976979657202006,-0.5357593381918624,-1.256272846137323,MATERN3_FIX
27,1.010574229530666,1.010574229530666,3.3099365406304506,1.5963048090212832,-0.22612734193696005,-1.6723774888757528,-0.9645824560071221,-1.7650620616544757,-1.2303037932550145,MATERN3_FIX
28,0.842350872386552,0.842350872386552,2.8968372530254554,1.100050386587768,-0.459332197949764,1.6628928781958439,1.106554949200428,0.1901198288754018,-1.7160265208104373,MATERN3_FIX
29,1.0218765631797702,1.0218765631797702,3.1884803748038277,1.6286879973785706,-0.8693326608448031,-1.456258416197382,1.1980558919202795,0.9004312257563112,1.54636358766786,MATERN3_FIX
30,0.8382036754888595,0.8382036754888595,2.8144047147858617,1.1936734290022102,-0.466673933834048,-0.9364229681302259,-1.49492183876179,0.3086697312261393,-1.7525058632594863,MATERN3_FIX
31,0.8223692471857316,0.8223692471857316,2.8571581866699023,-0.8563801995251017,-1.1435042760244396,1.4284989481474044,1.680973763090396,-1.1190119205129132,-0.06240282784846807,MATERN3_FIX
32,1.0184065085173568,1.0184065085173568,1.9881986813675425,1.5911453138224645,-0.352395789149047,0.03966639318858434,0.01684905873544773,-0.885963198840787,-0.714296641076664,MATERN3_FIX
33,0.8412252280464096,0.8412252280464096,3.282202381130217,-0.7566388947643368,-0.5153597667220262,-1.7390608104323282,-1.7332298766704195,1.3663060174373522,-1.42812601804633,MATERN3_FIX
34,1.0189565078385503,1.0189565078385503,3.5683417447507346,-1.787382330248509,-1.9907853337321813,-1.3526109789318914,-1.3418217754156334,1.3831117640451773,-0.1790549599876039,MATERN3_FIX
35,0.3200003574175109,0.3200003574175109,1.666114485737767,-0.4120324844750569,-0.3025206471132045,-0.7876380660774558,-0.04996121722218372,0.008180668441637895,-1.3753949249928308,MATERN3_FIX
36,0.6585360978819603,0.6585360978819603,2.600267371724565,-0.7362014782649631,-0.6377846771492715,-1.0427711717895183,0.8752156411749756,-0.623296859699624,-1.889644247699931,MATERN3_FIX
37,0.18525344275562972,0.18525344275562972,1.3191241595869825,-0.22845361615387505,-0.2962826619140002,-0.43332550983906604,-0.18197709513052174,0.22613100893561455,-1.1524288195328016,MATERN3_FIX
38,0.13404701530235763,0.13404701530235763,1.0695466573965273,-0.22660211908582162,-0.36411586925843364,-0.010166415871090129,-0.1964455680073296,0.2022555106353381,-0.9382961456514289,MATERN3_FIX
39,0.14537659831171668,0.14537659831171668,1.2231172445154705,-0.21137079055218733,-0.1259464559725303,0.164993947960546,-0.29911601382693487,0.1513633037476212,-1.1383634879280446,MATERN3_FIX
