iteration,loss,pure_loss,dist,x1,x2,x3,x4,kernel
0,972143.0781229096,972143.0781229096,12.812602166013464,-1.6595599059485178,4.406489868843163,-9.997712503653101,-3.9533485473632037,MATERN3_UPD
1,978223.8915080836,978223.8915080836,16.75015366302809,7.599852971089419,-9.287273432345069,9.250724549240402,8.944000140721585,MATERN3_UPD
2,878825.9031920275,878825.9031920275,12.402808183041772,-1.6129329333816536,4.689473126517292,-9.779486696456619,-3.1464065069164384,MATERN3_UPD
3,455882.67961768515,455882.67961768515,12.873992514291706,-8.427358462385957,5.414584204753648,4.8877589134697494,7.500874757261123,MATERN3_UPD
4,687279.3764179769,687279.3764179769,15.085038291390052,-6.980305189973572,-9.595849477552651,8.030785384066434,2.4728000746299568,MATERN3_UPD
5,679626.0073293463,679626.0073293463,8.766354970300405,0.2562290076528928,0.7587730991361035,9.484281118009857,3.06266033780034,MATERN3_UPD
6,340331.9151011578,340331.9151011578,11.24315800697318,7.364795687792803,5.903821111450142,6.39957792641329,6.717960698177762,MATERN3_UPD
7,480883.78263739357,480883.78263739357,7.817338310127527,8.387601699424327,1.4711043380373905,3.2441422276076697,2.1296042451233728,MATERN3_UPD
8,770120.6664157117,770120.6664157117,17.04231400070547,-3.4413691779665303,-9.795781767447798,-9.833118405154428,7.0670707901916465,MATERN3_UPD
9,255040.07853029072,255040.07853029072,8.580538682638919,-6.992761847291344,-1.5760865460360236,0.1961042849197181,-0.5680981867709782,MATERN3_UPD
10,340967.2686570236,340967.2686570236,10.635437723927236,1.1054810179504226,0.7085343260308257,7.344660147220527,-7.530049514015495,MATERN3_UPD
11,961923.8786753821,961923.8786753821,16.423226316968538,-8.62886690664691,8.896002238481117,9.198324741785445,7.888243958410428,MATERN3_UPD
12,774477.9396957165,774477.9396957165,12.225588174177087,7.7992461509243896,-6.073895657475118,7.962816188622437,3.171278179858703,MATERN3_UPD
13,95833.00506444824,95833.00506444824,10.55055889788732,4.293006665087347,0.7796372102166984,-4.380366670286317,-7.454199837691954,MATERN3_UPD
14,803017.8057742944,803017.8057742944,12.562136372658774,-9.812766566971167,6.784665119805805,0.5054872915714803,3.680383563293111,MATERN3_UPD
15,324240.89015477616,324240.89015477616,9.940317654967124,-5.119607080646223,-3.612954525142981,7.275971134286113,1.8325629890441277,MATERN3_UPD
16,293165.1550500985,293165.1550500985,10.864158626571724,-3.5881239827346736,-6.106771117066722,7.512195695741923,3.0159792886719643,MATERN3_UPD
17,131797.16370794483,131797.16370794483,10.973233818413188,-5.26150496594397,-6.6879886485269715,-3.318996791910304,-0.8564787223706141,MATERN3_UPD
18,98876.2742490478,98876.2742490478,10.494352741957904,-5.329461887601309,-1.7621647988294225,1.3169912457088593,-6.895524926203033,MATERN3_UPD
19,80827.10375308458,80827.10375308458,14.218348040223724,3.615854710713597,-7.876167052283202,-3.211851672764351,-8.939451145408661,MATERN3_UPD
20,187870.37685041188,187870.37685041188,14.964357373800842,5.3797305394021215,-9.116353829581184,-5.528124658482799,8.73258854789798,MATERN3_UPD
21,20428.50667726864,20428.50667726864,6.554056385485555,4.379508732602094,5.160143349646923,0.4082914831266038,-2.7252737042851125,MATERN3_UPD
22,93884.50152047473,93884.50152047473,8.3186520804391,-2.463560271471115,0.7961005545425142,5.138948923430707,-5.327025328434733,MATERN3_UPD
23,44615.6094393046,44615.6094393046,8.913181396658947,5.02749808276808,5.395541179447017,1.3597795161837425,-5.616180034020136,MATERN3_UPD
24,30234.82715466505,30234.82715466505,12.684994294395455,-1.216323517977731,-7.398077303588989,-2.690456740855697,-7.4764271340772055,MATERN3_UPD
25,72212.45646065533,72212.45646065533,11.864888742586832,2.3015420043418366,-9.115741653511458,-5.030538492807452,1.6212483972441998,MATERN3_UPD
26,257523.71796842362,257523.71796842362,13.456216273920003,-6.623713399582051,-5.654661506423277,-4.42879787062309,8.013728275773811,MATERN3_UPD
27,543273.821635933,543273.821635933,11.941054358284315,-7.38479752922529,-5.2160366286291495,6.79451534416274,0.7384084496745942,MATERN3_UPD
28,246576.89255914258,246576.89255914258,11.304498011510208,7.6059391325638295,8.38170416665388,-0.3886800513469151,-4.266427136123313,MATERN3_UPD
29,234150.2574279829,234150.2574279829,12.920456042977941,-7.620140796345371,9.930438420270576,2.7055231122379944,4.157501788611464,MATERN3_UPD
30,56622.21416550535,56622.21416550535,11.812922149142324,-4.3591971612443405,-2.843030891175985,0.23706363786162576,-8.771037670861887,MATERN3_UPD
31,696348.8614799402,696348.8614799402,13.602335643938348,-2.819215367410578,-4.709219376555095,9.78386390807557,8.790101276778486,MATERN3_UPD
32,36699.743157167744,36699.743157167744,9.236070807060477,4.018813239271893,6.201145952301136,3.414654036963851,-5.580979960770826,MATERN3_UPD
33,321306.51723681326,321306.51723681326,14.38746997154142,-6.205645077958141,-5.811703826489817,5.324763106299441,-8.485519819550158,MATERN3_UPD
34,44537.79107799698,44537.79107799698,9.027755208496991,-3.7127452894248405,-4.729604323560234,-2.7772762880513966,-2.492021489153964,MATERN3_UPD
35,252326.87119958847,252326.87119958847,11.096043115748358,6.060879467550276,7.234792298189884,-6.647200758462552,1.3966829964549436,MATERN3_UPD
36,471977.2476602854,471977.2476602854,13.238841276694858,-7.855748923977141,-1.8444557393472358,4.406274215843771,-7.783450168263592,MATERN3_UPD
37,282771.805716787,282771.805716787,11.493599076057244,-1.7741110135641271,7.60590509408917,-7.308208017427544,-2.4267805930064394,MATERN3_UPD
38,51675.75571295225,51675.75571295225,7.3103626536514765,4.149605209818052,-3.907684555113123,3.6523096741605485,4.521544384222313,MATERN3_UPD
39,539771.9566208714,539771.9566208714,12.27647123566268,3.2535049251067942,4.909231361531134,-9.1326248775093,6.26130067628468,MATERN3_UPD
