iteration,loss,pure_loss,dist,x1,x2,x3,x4,x5,x6,kernel
0,0.8206989750797419,0.8206989750797419,3.1883676129535976,-0.33191198118970355,0.8812979737686328,-1.9995425007306205,-0.7906697094726407,-1.4129764367315478,-1.6306456209248088,MATERN3_UPD
1,1.0543444936062005,1.0543444936062005,4.177525667846053,-1.9602045316160912,-1.0594761264462609,1.628991371411646,1.9004728861447266,1.85644352434909,1.6658441100631984,MATERN3_UPD
2,0.7598804153236821,0.7598804153236821,2.994192586549613,-0.24173116793954907,0.8921385166440654,-1.8022420870153528,-0.7247207707525092,-1.4374354130098594,-1.5070921844966811,MATERN3_UPD
3,0.630577858348962,0.630577858348962,2.6031170863938846,-0.04078156473726713,0.9163418184011443,-1.3627891016457947,-0.5778714074570794,-1.4920130826071625,-1.231925551123421,MATERN3_UPD
4,0.5511246987140357,0.5511246987140357,2.2332173206506396,0.4202523373010383,1.0146507098012454,-0.5308535674746622,-0.3361249842894569,-1.6865548937311514,-0.7361240293688318,MATERN3_UPD
5,1.0365758123541238,1.0365758123541238,3.717214115591501,2.0,2.0,0.24616382228138978,-0.98938146124531,-2.0,-0.8821612539080461,MATERN3_UPD
6,0.3873739682965385,0.3873739682965385,1.931078176683807,-0.20007817393988492,0.542700260832901,-0.5946298572552591,0.11663568499038224,-1.6813704185585079,-0.4475634492594789,MATERN3_UPD
7,0.5813256488504246,0.5813256488504246,2.5070045546710817,-0.42576079764674013,0.01606270422727807,-0.8200199261159113,1.1794443787706532,-2.0,0.20004961389822906,MATERN3_UPD
8,0.6455781324809171,0.6455781324809171,2.1674724907677345,-0.9924894149249526,0.30662635616778466,0.07261511704184809,-0.26829176953775713,-1.8270457701666498,-0.45114561074173287,MATERN3_UPD
9,0.29453479116687176,0.29453479116687176,1.5609352965867591,0.05419091626718853,0.5425434337122406,-0.818292834052788,0.43000430782290566,-1.0877413225530193,-0.31865485319143727,MATERN3_UPD
10,0.4217212277902751,0.4217212277902751,1.5054594409035134,0.7202687022579481,-0.19958479889992398,-0.9721009908644955,0.6434249730748749,-0.4080768902707943,-0.4269475986722815,MATERN3_UPD
11,0.636266901630453,0.636266901630453,2.117026907923186,0.002380977928150063,1.4170397290073136,-1.186731783993476,0.9542317733892429,-0.37490479744000416,0.11979755673778802,MATERN3_UPD
12,0.26597555380725635,0.26597555380725635,1.4759701912072942,0.2235490046362658,0.08829191376357359,-0.9193601177824295,0.054069989574752064,-1.1259733851096803,-0.06896181483769226,MATERN3_UPD
13,1.0035614308769822,1.0035614308769822,4.178174527916641,1.543714058390261,-2.0,-2.0,-1.3229016866709213,-1.1506608618802292,2.0,MATERN3_UPD
14,0.21529039542380368,0.21529039542380368,1.4030316655161836,0.14033476084887742,-0.032366630925543705,-0.6989766576611134,0.20382638659522634,-1.0832315251044873,-0.4942188884830008,MATERN3_UPD
15,1.0120749130301083,1.0120749130301083,4.898979485566356,2.0,-2.0,2.0,2.0,-2.0,-2.0,MATERN3_UPD
