iteration,loss,pure_loss,dist,x,y,kernel
0,56.52874004692152,56.52874004692152,4.636185856794344,1.2553300705386121,10.804867401632373,MATERN3_FIX
1,8.722925034514095,8.722925034514095,2.28194490901788,9.920616032189928,0.24757565852961744,MATERN3_FIX
2,125.7746258853273,125.7746258853273,10.131454805928636,8.183301346085312,12.53010354180645,MATERN3_FIX
3,37.6628555433952,37.6628555433952,4.268233104127059,5.2281286438090255,5.998463628489737,MATERN3_FIX
4,12.040374682467363,12.040374682467363,3.327550918406403,-3.1764329558544904,8.947631479994229,MATERN3_FIX
5,17.723357556827743,17.723357556827743,3.607569153746038,8.876135866072568,6.040605812953379,MATERN3_FIX
6,136.77201024309466,136.77201024309466,6.494234013363668,-3.1142704910932677,0.5316550154012135,MATERN3_FIX
7,19.27148847496484,19.27148847496484,3.940323307820339,-0.8307055812619506,9.083456688512552,MATERN3_FIX
8,54.59881195684511,54.59881195684511,6.081389508617628,2.518089069424148,10.049848061433444,MATERN3_FIX
9,20.578546123928774,20.578546123928774,3.967761866141913,-3.3501350974685153,8.312722337403518,MATERN3_FIX
10,5.975330551440613,5.975330551440613,1.970510404373947,2.050160246850047,3.9156360215673254,MATERN3_FIX
11,27.66324690357939,27.66324690357939,3.2094247572398915,5.625867661636537,4.306941179458374,MATERN3_FIX
12,22.859932238434457,22.859932238434457,2.8936299415166506,5.92280654857635,3.0737136588135687,MATERN3_FIX
13,14.334182263722322,14.334182263722322,2.066124368511528,4.600041942339228,3.7384874711808864,MATERN3_FIX
14,38.48010140410822,38.48010140410822,4.042161556766975,0.21902014284864268,10.02881396954325,MATERN3_FIX
15,17.508299515778166,17.508299515778166,3.298378823784713,-5.0,15.0,MATERN3_FIX
16,2.2049844465417383,2.2049844465417383,1.1881826086206289,10.0,3.514663341196814,MATERN3_FIX
17,44.5963830486739,44.5963830486739,1.9978229454608434,-5.0,11.541775166665495,MATERN3_FIX
18,2.588486193751944,2.588486193751944,0.6377387891686497,10.0,2.199622595679501,MATERN3_FIX
19,16.13462785984252,16.13462785984252,4.0390075631369164,1.1161756909197837,5.769462508370322,MATERN3_FIX
20,8.591182122681056,8.591182122681056,2.556222344921972,4.307203084513601,0.0,MATERN3_FIX
21,0.40369488903830053,0.40369488903830053,0.05156171958257684,3.175954870549253,2.236557198698023,MATERN3_FIX
22,0.7705333316303129,0.7705333316303129,0.6535977776154518,3.0588188385545454,2.923335214567563,MATERN3_FIX
23,5.7113702810462295,5.7113702810462295,2.5352666527930534,10.0,4.9441494390507215,MATERN3_FIX
24,2.562842566886207,2.562842566886207,0.8107460592275075,3.8261618477849613,1.840633575293956,MATERN3_FIX
25,17.280345677642593,17.280345677642593,3.3190547176657943,7.213332686845204,0.0,MATERN3_FIX
26,21.533928518522973,21.533928518522973,2.813549914968924,-2.4412797777823863,15.0,MATERN3_FIX
27,1.706883914756796,1.706883914756796,0.5619039183638874,2.6235096179442703,2.4925453553836765,MATERN3_FIX
28,0.5533293693406129,0.5533293693406129,0.27337310094226214,3.2397720908471435,2.530134573154283,MATERN3_FIX
29,1.235235902218914,1.235235902218914,0.8925859542429796,3.114787134646596,1.3828166388762697,MATERN3_FIX
30,0.5588462699251568,0.5588462699251568,0.41669387516514506,3.1649034978049144,1.858958667747874,MATERN3_FIX
31,0.46789205597028527,0.46789205597028527,0.22408971275550188,3.031157435379418,2.4699878507540154,MATERN3_FIX
32,0.606971198426173,0.606971198426173,0.24153316982557638,2.9877139349679407,2.0888290783143417,MATERN3_FIX
33,0.9392747308650051,0.9392747308650051,0.4692596674919994,9.22294752997777,2.898636978531652,MATERN3_FIX
34,2.6909197033184,2.6909197033184,1.2910703114821207,9.216584305215768,3.7491731051406836,MATERN3_FIX
35,0.9383750266703004,0.9383750266703004,0.5546917518728358,9.098941520420043,2.026098869659724,MATERN3_FIX
36,0.42729280674757675,0.42729280674757675,0.09405732079073001,9.346708967526085,2.422543413351732,MATERN3_FIX
37,1.1748861101950396,1.1748861101950396,0.3849710071288898,9.040722085539686,2.4485010439785673,MATERN3_FIX
38,0.5333208130584346,0.5333208130584346,0.3357625110573868,9.573082206937757,2.776235654013519,MATERN3_FIX
39,0.5059459998691267,0.5059459998691267,0.3431497765611203,9.404846239507911,2.1324296943011687,MATERN3_FIX
