iteration,loss,pure_loss,dist,x,y,kernel
0,-0.2650082867644831,-0.2650082867644831,0.44156367145634046,-0.49786797178455533,0.8812979737686328,MATERN5_FIX
1,135.4575983386697,135.4575983386697,3.12685503777048,2.9682464128759714,-1.933979824392102,MATERN5_FIX
2,19.39551035602382,19.39551035602382,2.4453382188308295,2.273320538434125,1.3413609444817203,MATERN5_FIX
3,1.3728167568151983,1.3728167568151983,1.0489841780366855,1.0912514575236107,-0.4004096990694035,MATERN5_FIX
4,9.098284099387957,9.098284099387957,2.205088735626876,-2.270573182341796,0.38603506133179444,MATERN5_FIX
5,27.401428540760627,27.401428540760627,2.481819015160946,2.550454346429027,-0.3891717832124324,MATERN5_FIX
6,47.57164971999309,47.57164971999309,2.6013565558359755,-2.245708196437307,-1.858225329226343,MATERN5_FIX
7,1.1992167686243,1.1992167686243,1.2759554260283217,-1.3322822325047805,0.4222551169366806,MATERN5_FIX
8,0.7631676229466715,0.7631676229466715,0.760590214307587,0.4879205972986451,0.21789161563871007,MATERN5_FIX
9,150.89999999999998,150.89999999999998,3.1822417884252605,-3.0,2.0,MATERN5_FIX
10,-0.016395432294989187,-0.016395432294989187,0.36320583849233284,-0.17993590125998082,-0.9558303942487132,MATERN5_FIX
11,0.5323986378623571,0.5323986378623571,1.168827530911047,1.2503470646546155,-0.8514823521444337,MATERN5_FIX
12,2.8898935427433203,2.8898935427433203,1.3621490011681001,1.3691226194305397,-1.1803430243163817,MATERN5_FIX
13,1.076166122113703,1.076166122113703,0.8044861948848824,0.8400167769356912,-1.003070007685097,MATERN5_FIX
14,0.4597749386461276,0.4597749386461276,0.8234807447539705,-0.9123919428605429,0.6743503918782001,MATERN5_FIX
15,2.551030262757388,2.551030262757388,1.9394909154133535,-1.8324920719012199,-0.4548827105593356,MATERN5_FIX
16,52.44757637129364,52.44757637129364,1.7285567620824915,1.0636772298320878,2.0,MATERN5_FIX
17,-0.9614993231328899,-0.9614993231328899,0.10676186901562706,-0.16385914443580107,0.6357017568396581,MATERN5_FIX
18,2.234603894635752,2.234603894635752,1.3709351011798647,1.2792622186978848,0.6409641641280657,MATERN5_FIX
19,1.51844640912772,1.51844640912772,0.9297286862464562,-0.7930108307467982,-0.4209830129335579,MATERN5_FIX
20,27.721261714480562,27.721261714480562,1.07877440669779,-0.05412850248426526,-1.7817299297647624,MATERN5_FIX
21,109.67484543645904,109.67484543645904,3.095573690033593,-3.0,-0.5236226721847381,MATERN5_FIX
22,3.1708712300130553,3.1708712300130553,1.2821685613195002,-1.1697823323966703,-0.9522008504790429,MATERN5_FIX
23,2.2723409102012546,2.2723409102012546,1.7011323603233697,-1.5400803870917232,-0.17652209856489387,MATERN5_FIX
24,0.06530282455979408,0.06530282455979408,0.5126822782046015,0.412597878811372,0.8147738212601174,MATERN5_FIX
25,162.89999999999998,162.89999999999998,3.347276923112278,3.0,2.0,MATERN5_FIX
26,4.196252248091476,4.196252248091476,1.5832506183140045,1.4571241619369077,1.0498064020855375,MATERN5_FIX
27,7.907090471612202,7.907090471612202,2.2725334926489995,2.182400776341641,0.6737141773405155,MATERN5_FIX
28,-0.1257329980625127,-0.1257329980625127,1.5142717371306877,-1.6033749842160914,0.7585310464506305,MATERN5_FIX
29,-0.7919599828797357,-0.7919599828797357,0.22098518019317623,0.28232898237280457,-0.6041240081331225,MATERN5_FIX
30,2.2312134856038526,2.2312134856038526,1.430132103045276,-1.3326813999617448,-0.5648688288695352,MATERN5_FIX
31,0.5619507852102076,0.5619507852102076,1.6273009120807256,-1.6995843017324683,0.47447658587515784,MATERN5_FIX
32,-0.8528040141494979,-0.8528040141494979,0.21249454687754657,-0.11534700116487162,-0.6572046900382893,MATERN5_FIX
33,-0.21503928940001857,-0.21503928940001857,0.4788501727403158,0.035972612376832025,-0.23678480449328276,MATERN5_FIX
34,-0.9712177873987673,-0.9712177873987673,0.08502953555380136,-0.05017670715678646,0.7878330816912089,MATERN5_FIX
35,5.365649277449279,5.365649277449279,1.0358547566596847,-0.9490257696897593,1.2911552295118724,MATERN5_FIX
36,-0.7369615763059586,-0.7369615763059586,0.2675017655916415,0.15204546840769861,0.5982848041365174,MATERN5_FIX
37,0.04044551643653535,0.04044551643653535,0.5409509984554437,-0.24579312250039154,0.19462883433291456,MATERN5_FIX
38,2.2473950748047553,2.2473950748047553,0.4799626500694738,0.0035241771795413435,1.183402233868398,MATERN5_FIX
39,-0.9681829371872825,-0.9681829371872825,0.09314513647203795,0.13723349380829397,-0.792762834989371,MATERN5_FIX
