iteration,loss,pure_loss,dist,x,y,kernel
0,0.0,0.0,45.43427905821769,-16.59559905948518,44.06489868843164,MATERN5_FIX
1,-0.0,-0.0,138.36825307592275,98.9415470958657,-96.6989912196051,MATERN5_FIX
2,0.0,0.0,144.09921725177463,-98.15469737394986,-99.34570431159861,MATERN5_FIX
3,-0.0,-0.0,133.9609095153157,97.30910102243871,98.420161312934,MATERN5_FIX
4,-0.0,-0.0,140.57546058023254,-99.05145038605257,99.6715987223885,MATERN5_FIX
5,-0.0,-0.0,140.92219274781067,99.64037326693676,-99.5572376658848,MATERN5_FIX
6,-0.0,-0.0,145.00677790707107,-99.40879814935064,-99.3785662672528,MATERN5_FIX
7,0.0,0.0,135.431492500418,97.8228540675772,99.97726737084963,MATERN5_FIX
8,0.0,0.0,139.64608489350553,-98.0144466140783,99.41456261796839,MATERN5_FIX
9,0.0,0.0,103.14194078488015,8.630517284458875,-99.85419199446443,MATERN5_FIX
10,0.0,0.0,96.73111178313462,99.86936277288038,2.337556242125899,MATERN5_FIX
11,0.0,0.0,103.75582507941073,-99.95741126226538,-8.514591519103831,MATERN5_FIX
12,-0.0,-0.0,135.12557248941195,98.64725970529688,98.73232390719929,MATERN5_FIX
13,0.0,0.0,138.8262258928537,-99.2326500349467,96.90851341780319,MATERN5_FIX
14,0.0,0.0,140.2447352977074,98.57699801651276,-99.62352390810439,MATERN5_FIX
15,-0.0,-0.0,143.44225657961317,-98.18893108931694,-98.38577277386426,MATERN5_FIX
16,0.0,0.0,96.79542512355225,1.8363211712950687,99.92821668401416,MATERN5_FIX
17,0.0,0.0,144.57806940728423,-98.8192969989764,-99.36106650603746,MATERN5_FIX
18,0.0,0.0,136.11018657572967,99.98662757880942,98.78165800286138,MATERN5_FIX
19,-0.0,-0.0,140.6512176170525,99.26877384641196,-99.53425676136173,MATERN5_FIX
20,-0.0,-0.0,140.75501370746014,-99.11310159256325,99.86775968409424,MATERN5_FIX
21,-0.0,-0.0,102.97376195328535,-0.29816731977349775,-99.77470198500242,MATERN5_FIX
22,-0.0,-0.0,96.86869237618869,99.90933394566966,-1.2796976447030772,MATERN5_FIX
23,0.0,0.0,102.79746188884667,-99.49128340724482,8.956308663013175,MATERN5_FIX
24,0.0,0.0,96.63123366020346,3.995231468600707,99.76905572422177,MATERN5_FIX
25,0.0,0.0,144.37715874706615,-97.93856081534369,-99.94849679526261,MATERN5_FIX
26,0.0,0.0,140.09554309803616,99.63313620220939,-98.42682379334786,MATERN5_FIX
27,-0.0,-0.0,138.56634941677376,-97.07721344894198,98.83288846504058,MATERN5_FIX
28,-0.0,-0.0,133.88940128673045,98.37540294111514,97.25266083921167,MATERN5_FIX
29,-1.1190844217566462e-72,-1.1190844217566462e-72,12.84357213603918,2.0970971843171355,-9.659437556057824,MATERN5_FIX
30,-0.0,-0.0,103.15259352977367,1.3233001603337016,-99.99497391873543,MATERN5_FIX
31,0.0,0.0,96.53214561229865,99.66237445863976,1.6604389627241432,MATERN5_FIX
32,-0.0,-0.0,103.28988356020723,-99.70329867189773,-6.435900448983006,MATERN5_FIX
33,-0.0,-0.0,136.16770489329122,99.6815336919449,99.17119038375506,MATERN5_FIX
34,0.0,0.0,140.7305095035527,-99.94268658158549,98.94716493252326,MATERN5_FIX
35,-0.0,-0.0,140.38421516457677,99.11910852550437,-99.30861141858654,MATERN5_FIX
36,0.0,0.0,143.90855183003913,-98.99538176844274,-98.23744731884301,MATERN5_FIX
37,-0.0,-0.0,96.30108855887491,-0.10643525876783144,99.38789113984231,MATERN5_FIX
38,5.050095399092474e-47,5.050095399092474e-47,10.233094765150835,1.7733275291554236,-6.999614326933482,MATERN5_FIX
39,0.0,0.0,135.87693483307132,99.99853524405552,98.43731182112606,MATERN5_FIX
