,iteration,loss,dist,x,y
0,0,19.72160361997443,2.4080145979578624,5.156717073829468,3.5932594110917164
1,1,21.02929143024103,1.970538196158147,-4.075224022786651,10.539674886665383
2,2,37.950534408174136,3.7519312841491566,0.019098178016240475,10.253361598114367
3,3,28.08716689807623,1.6665282444512046,-4.798264242363048,12.455985183109314
4,4,52.670868988947475,4.646606212549697,1.1735949319605057,10.551600627823596
5,5,79.2492444857089,3.644677925973403,0.3926801266409283,13.1652769788094
6,6,122.80402536595231,5.12786206430798,1.4718816924159608,14.513486946425125
7,7,13.647703106256913,2.5618675475024846,-3.5492144027206027,9.745768923055481
8,8,32.6849440691316,3.839269208553057,6.083191206628798,4.74218179478174
9,9,18.13094047689951,4.451211360409011,2.7782762575288737,6.711359292413943
10,10,13.896067677014052,2.029628734186824,5.101384613103313,1.747166433368466
11,11,69.63902746817972,7.4856246657639804,4.121703939717387,9.69618309324729
12,12,116.130446908534,9.549937294167337,8.016681611759267,11.920557752274982
13,13,30.425782303211452,3.4834083029833525,-0.2497363896040312,3.070625996359732
14,14,18.83613660058888,4.755687860103464,2.1668205811174523,6.9297165788545545
15,15,139.1426782458114,10.850252484533677,8.33897797235171,13.270786814071686
16,16,58.051854545462206,5.500010231880423,2.0693156978556466,10.515299257366324
17,17,3.052519441579303,0.5009693412099624,-2.643745169018345,12.330840513412983
18,18,99.81286004046757,8.138232207477543,6.816824591143504,10.184046117921527
19,19,64.32017039682233,6.0637471279905535,6.630382942953722,7.8564843974302105
20,20,19.259415484159298,2.6634050222540764,-2.483795049193453,14.855896864312612
21,21,7.757524478504076,4.036409349446168,-2.3315538587121933,8.320706436404894
22,22,9.381693166822933,4.496725270164128,-1.8440689402033903,7.969541793428648
23,23,20.92253143697464,5.498959043449179,-1.3684758760124172,5.4210820745529285
24,24,12.785836787128249,3.7787027009698546,-3.030300953873136,8.497936556014574
25,25,20.68573773119327,5.949788137698322,-1.7510320539450817,5.660587446029853
26,26,41.336319896920585,1.910102015646579,-4.962724379727471,11.698832536295285
27,27,19.792908066072442,4.04041449786239,-0.7697711427046163,9.004004427542137
28,28,6.303855053153115,1.7212480976922593,9.96650405482942,0.8412221502822383
29,29,9.599315535167976,2.388529389055834,9.952005162692819,0.14538495235651305
30,30,2.5285317619569154,0.8928372141102134,3.818611786451735,1.6929318041337842
31,31,15.657845807848346,2.0753394493797375,4.807678314690199,3.5124135929540348
32,32,1.3329801034844109,0.4561596939130156,3.5101992618350053,2.543720737399957
33,33,1.5879659089683642,0.47736786810956805,3.6189587154660456,2.273686808379625
34,34,0.4691807130017018,0.27692125452508315,3.12692655844127,2.5515326144613693
35,35,4.572684638831374,1.97103127957111,3.2267879802380874,4.24418918881986
36,36,36.76612161407742,2.973036014520206,0.6392282490085144,0.6696603068762135
37,37,21.892633920746107,2.8293526347614724,5.919060204560237,2.8143610434003645
38,38,10.043722547431484,2.3453287541793455,1.5702747542683784,4.01612808961678
39,39,27.73848376790185,3.7691994944690044,8.047297270220398,5.9834763300134055
