,iteration,loss,dist,x,y
0,0,78408.719313665,4.803196549607772,5.156717073829468,-1.4067405889082836
1,1,12275.324345121377,6.809298565791566,-4.075224022786651,5.539674886665383
2,2,2760.359767096357,4.3650032381070565,0.019098178016240475,5.25336159811437
3,3,24267.87265678605,8.677534955780526,-4.798264242363048,7.455985183109314
4,4,1742.4877832039035,4.554909820798491,1.1735949319605057,5.551600627823597
5,5,6418.1079876317335,7.190968753348387,0.3926801266409283,8.1652769788094
6,6,5398.138849891212,8.52655453970643,1.4718816924159608,9.513486946425123
7,7,6184.757191718285,5.8928886385921775,-3.5492144027206027,4.745768923055478
8,8,138879.20510905545,5.236500690396863,6.083191206628798,-0.2578182052182596
9,9,3612.1194359984806,1.915280264346334,2.7782762575288737,1.7113592924139427
10,10,85730.85147603553,5.908294939326278,5.101384613103313,-3.2528335666315336
11,11,15119.71129847294,4.838057972580957,4.121703939717387,4.69618309324729
12,12,328912.7887581646,9.18078563843117,8.016681611759267,6.920557752274983
13,13,398.26556723047975,3.1848191623236524,-0.2497363896040312,-1.929374003640268
14,14,766.1023389598104,1.4919259986729532,2.1668205811174523,1.9297165788545558
15,15,375427.78557749797,10.330776281303466,8.33897797235171,8.270786814071684
16,16,153.22950330852072,4.6401900225371575,2.0693156978556466,5.515299257366324
17,17,24.935825325556888,7.304547930092301,-2.643745169018345,7.330840513412986
18,18,170479.38226341025,7.165311594133643,6.816824591143504,5.184046117921528
19,19,168997.86139828214,5.928553483119304,6.630382942953722,2.8564843974302097
20,20,8.469610660359107,3.731231023813525,-1.8333872888832865,3.4277564590096654
21,21,292.0373892660725,4.2614790746615405,-2.3141663028472603,3.6789000766825737
22,22,215.5584677790149,2.4476186591994726,-1.3961654320723165,0.5007722734030973
23,23,113.68909490737008,9.40810185973239,-2.9255173297449826,9.550011362388467
24,24,117.5989004033464,3.6743399632144778,-1.5960442593696067,3.6002554429649942
25,25,2926.921206903576,6.550259429293202,-1.312721291305459,7.128394473252103
26,26,57082.67778187319,5.968213311649783,-4.962724379727471,0.7440935624934046
27,27,2954.4511879296583,10.20283838969136,-3.9182112412736654,9.93918952659407
28,28,1071098.0133733877,10.344621011328112,9.96650405482942,-4.158777849717762
29,29,1844.206888979565,4.471211641230053,-2.771244988147061,3.401966856567098
30,30,2540.0380554600642,5.847792759264748,3.373255091154932,6.34456176197978
31,31,6219.797156631648,7.827788215824067,-0.8495547634001931,8.606143275601491
32,32,59975.116937084495,6.150819030591949,-4.859128113750165,-0.8716817287547891
33,33,3777.703133115282,5.504307983975908,0.5852318789405513,6.488658651092608
34,34,20881.79258595944,5.170064641606784,-4.061486300513594,2.054004187897702
35,35,4368.113081755392,4.319507738341672,-2.157259291051988,-1.9478569963041767
36,36,1170.8206112420655,3.145807698575709,0.8488111056485037,4.142172496003835
37,37,5419.053303897247,6.87873873129745,-0.5790639426690694,7.695043211093867
38,38,549.3667282297669,8.862910933474332,-3.32278211545812,8.737231093677782
39,39,3749.1058832956014,5.2110650269479155,0.11108324994146868,6.134688474147683
