,iteration,loss,dist,x,y
0,0,1.582501923533092,1.0270734008560287,1.0626868295317875,-1.0417974903755425
1,1,34.4833120581445,2.542178469866643,-2.6300896091146613,0.8105799697774354
2,2,0.4983935691119553,0.9028198688864608,-0.992360728793504,0.7342297594971656
3,3,89.25071712503298,2.894301068744399,-2.91930569694522,1.3215960488291505
4,4,-0.3594921651685179,0.45222178641430616,-0.5305620272157978,0.8137601674196255
5,5,12.334950713970931,1.0973741431307051,-0.8429279493436286,1.5107405276825068
6,6,34.798145916785806,1.201462622407163,-0.4112473230336158,1.870263185713366
7,7,15.964168305539793,2.3326598086793147,-2.4196857610882416,0.5988717128147947
8,8,0.19732674115694304,1.3436702456867744,1.4332764826515192,-0.7354181880582025
9,9,-0.14325769119687498,0.5027561872317112,0.11131050301154932,-0.2103041886896153
10,10,13.436684072328596,1.2564939200105214,1.040553845241325,-1.5340889511017424
11,11,0.8146704283728481,0.7493141122335799,0.6486815758869549,0.5856488248659439
12,12,12.937471046969385,2.3433188873124524,2.2066726447037075,1.1788154006066618
13,13,5.8601833582971325,1.2786428775533234,-1.0998945558416129,-1.181166400970738
14,14,0.00028372856619650333,0.6032815595125296,-0.13327176755301906,-0.15207557897211865
15,15,29.992275336715863,2.5622754042049056,2.3355911889406835,1.538876483752449
16,16,-0.9357488810776488,0.12316845699917618,-0.17227372085774115,0.8040798019643534
17,17,6.314975016205847,2.0501655621581354,-2.057498067607338,1.2882241369101295
18,18,2.329444823639361,1.8165325600542221,1.7267298364574015,0.7157456314457407
19,19,2.172291165078269,1.758768368437763,1.6521531771814892,0.0950625059813892
20,20,1.6954228055772,1.5847546493761018,-1.5798017133600983,0.17283876305986634
21,21,32.56699967850126,1.2136910852896103,0.3886443969179696,1.828008897924556
22,22,0.2156642367842534,0.5841878483687782,-0.4553913824279899,-0.5027386202561324
23,23,1.6118664994702727,1.5395178215839207,-1.5460755328126812,0.2132236934879248
24,24,94.40259539093285,3.0377628990705627,2.9338262979796963,1.0053241724476931
25,25,0.9360636474468848,1.5554901393559188,-1.6105451298279785,0.3856690841508245
26,26,1.7946069496353,0.7652983011558524,0.6235519437102061,0.9897470623277556
27,27,0.745372048933098,0.7213764455561046,-0.5584455253921395,-0.3961166433882684
28,28,20.24266863956412,1.0148400234714403,0.26626314219739555,1.6629258977887695
29,29,2.1245303409430845,1.1350346939414948,0.9860122999708064,0.3507552105081703
30,30,3.723175113722195,2.047695393164852,-2.1134915194663515,1.025216469861275
31,31,3.5524494101466795,1.336644230307201,-1.217147221483832,-0.9927905756252716
32,32,-0.6912276912169131,0.18409293044651806,-0.03577869416813525,0.8885883676741354
33,33,42.454763169466254,1.2374635226758406,-0.0388173919893624,1.94901285323056
34,34,1.0844883583002736,0.8110745440510909,0.6783073741471031,0.4521139585533859
35,35,1.6813963314511562,1.0093847193568202,-0.7532534457700006,-0.04811481973664712
36,36,47.19747045079021,1.875985421771642,1.4552676935028273,-1.9989977925586604
37,37,8.025924152197868,0.7162244806713304,-0.2100892202803874,1.4186509968814245
38,38,20.205620238580746,1.5637013786711365,-1.3247481186344368,1.6718002637297795
39,39,83.99774294120692,2.8556102712400677,-2.9087075242263345,1.168966509586241
